,title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place,small_img_url
2778,Hydrangeas,1887,1887-01-01,1887-01-01,"pen, brush and ink, and gouache on blue-green paper",07.14.30,cmoa:things/2bc617ae-56f3-498c-b185-f442c9514855,Andrew Carnegie Fund,1907-03-19,Fine Arts,Not on View,16.0,22.0,0.0,0.0,https://collection.carnegieart.org/objects/2bc617ae-56f3-498c-b185-f442c9514855,"Childe Hassam, New York",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/47411/1000296.jpg,cmoa:parties/f0b8eec0-35c0-4301-a789-0e8f6c0c1bf3,Person,Childe Hassam,"Hassam, Childe",,American,1859-10-17,1935-08-27,"Dorchester (Suffolk county, Massachusetts, United States)","East Hampton (Suffolk county, New York state, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/47411/sizes/1000296-420.jpg
2779,The Horizon of the Poor,1900,1900-01-01,1900-01-01,"graphite and pen and ink on card
verso: engraved invitation for 21st Annual Reception, The Art Institute of Chicago, 1899",07.14.3,cmoa:things/ce0daf79-b71e-43a0-9914-7b20dbbff8d8,Andrew Carnegie Fund,1907-03-19,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/ce0daf79-b71e-43a0-9914-7b20dbbff8d8,"Childe Hassam, New York; Andrew Carnegie Fund",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/47410/1000297.jpg,cmoa:parties/f0b8eec0-35c0-4301-a789-0e8f6c0c1bf3,Person,Childe Hassam,"Hassam, Childe",,American,1859-10-17,1935-08-27,"Dorchester (Suffolk county, Massachusetts, United States)","East Hampton (Suffolk county, New York state, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/47410/sizes/1000297-420.jpg
2780,"The Beach, Newport",no date,1879-01-01,1907-01-01,graphite and crayon on paper; verso: partial document printed with names,07.14.4,cmoa:things/13934ea5-b941-4c08-b63d-11fa8e11959a,Andrew Carnegie Fund,1907-03-19,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/13934ea5-b941-4c08-b63d-11fa8e11959a,Childe Hassam,drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/47412/1000298.jpg,cmoa:parties/f0b8eec0-35c0-4301-a789-0e8f6c0c1bf3,Person,Childe Hassam,"Hassam, Childe",,American,1859-10-17,1935-08-27,"Dorchester (Suffolk county, Massachusetts, United States)","East Hampton (Suffolk county, New York state, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/47412/sizes/1000298-420.jpg
2781,Portrait of a Young Girl,1899,1899-01-01,1899-01-01,chalk and gouache on brown paper,07.14.5,cmoa:things/4815ce45-c786-4cf5-96b2-3533eebe85d4,Andrew Carnegie Fund,1907-03-19,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/4815ce45-c786-4cf5-96b2-3533eebe85d4,"Childe Hassam, New York; Andrew Carnegie Fund",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/47413/1000299.jpg,cmoa:parties/f0b8eec0-35c0-4301-a789-0e8f6c0c1bf3,Person,Childe Hassam,"Hassam, Childe",,American,1859-10-17,1935-08-27,"Dorchester (Suffolk county, Massachusetts, United States)","East Hampton (Suffolk county, New York state, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/47413/sizes/1000299-420.jpg
2782,"Catboats, Newport Harbor",1901,1901-01-01,1901-01-01,"crayon on laid paper
paper is printed stationery with printed letterhead: ""Ramon Guiteras, M.D. 75 West 55th Street, NY""",07.14.6,cmoa:things/fd8ceabc-6b09-4628-9d72-2ca55ed4185e,Andrew Carnegie Fund,1907-03-19,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/fd8ceabc-6b09-4628-9d72-2ca55ed4185e,"Childe Hassam, New York; Andrew Carnegie Fund",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/16446/1000300.jpg,cmoa:parties/f0b8eec0-35c0-4301-a789-0e8f6c0c1bf3,Person,Childe Hassam,"Hassam, Childe",,American,1859-10-17,1935-08-27,"Dorchester (Suffolk county, Massachusetts, United States)","East Hampton (Suffolk county, New York state, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/16446/sizes/1000300-420.jpg
2783,Nude Study,no date,1879-01-01,1907-01-01,charcoal and pastel on black paper,07.14.7,cmoa:things/a91cad5e-7590-4bad-a235-75ecd37642e3,Andrew Carnegie Fund,1907-03-19,Fine Arts,Not on View,16.0,22.0,0.0,0.0,https://collection.carnegieart.org/objects/a91cad5e-7590-4bad-a235-75ecd37642e3,"Childe Hassam, New York; Andrew Carnegie Fund",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/126315/1000301.jpg,cmoa:parties/f0b8eec0-35c0-4301-a789-0e8f6c0c1bf3,Person,Childe Hassam,"Hassam, Childe",,American,1859-10-17,1935-08-27,"Dorchester (Suffolk county, Massachusetts, United States)","East Hampton (Suffolk county, New York state, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/126315/sizes/1000301-420.jpg
2784,Arrangement of Nudes and Laurel,c. 1905,1900-01-01,1910-01-01,colored pencil on grey paper,07.14.8,cmoa:things/b5ff6b24-5b9d-477e-a2d1-719f882acd53,Andrew Carnegie Fund,1907-03-19,Fine Arts,Not on View,22.75,16.75,1.5,0.0,https://collection.carnegieart.org/objects/b5ff6b24-5b9d-477e-a2d1-719f882acd53,"Childe Hassam, New York; Andrew Carnegie Fund",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/48041/1000302.jpg,cmoa:parties/f0b8eec0-35c0-4301-a789-0e8f6c0c1bf3,Person,Childe Hassam,"Hassam, Childe",,American,1859-10-17,1935-08-27,"Dorchester (Suffolk county, Massachusetts, United States)","East Hampton (Suffolk county, New York state, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/48041/sizes/1000302-420.jpg
2785,Nude Study,no date,1879-01-01,1907-01-01,pink crayon on green paper,07.14.9,cmoa:things/59e03128-0a61-41d0-b697-2aa9065ee9b1,Andrew Carnegie Fund,1907-03-19,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/59e03128-0a61-41d0-b697-2aa9065ee9b1,"Childe Hassam, New York; Andrew Carnegie Fund",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/16447/1000304.jpg,cmoa:parties/f0b8eec0-35c0-4301-a789-0e8f6c0c1bf3,Person,Childe Hassam,"Hassam, Childe",,American,1859-10-17,1935-08-27,"Dorchester (Suffolk county, Massachusetts, United States)","East Hampton (Suffolk county, New York state, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/16447/sizes/1000304-420.jpg
2805,Spring Morning,1909,1909-01-01,1909-01-01,oil on canvas,09.5,cmoa:things/5348a69d-e094-4185-abc6-3ccd24d9486c,Purchase,1909-06-10,Fine Arts,"Gallery 7, Scaife Galleries",40.25,42.0,2.25,0.0,https://collection.carnegieart.org/objects/5348a69d-e094-4185-abc6-3ccd24d9486c,"Childe Hassam [1859-1935], New York, NY, until 1909 [1]; purchased from the artist by Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, June 1909. 

NOTES:
[1]. Exhibited in and purchased from the ""Thirteenth Annual Exhibition"" held at Carnegie Institute, April-June 1909.",paintings,https://cmoa-collection-images.s3.amazonaws.com/thing/103539/1000375.jpg,cmoa:parties/f0b8eec0-35c0-4301-a789-0e8f6c0c1bf3,Person,Childe Hassam,"Hassam, Childe",,American,1859-10-17,1935-08-27,"Dorchester (Suffolk county, Massachusetts, United States)","East Hampton (Suffolk county, New York state, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/103539/sizes/1000375-420.jpg
2824,Timber Truck,c.1880,1875-01-01,1885-01-01,oil on canvas,11.6,cmoa:things/dfdba2a2-a4bc-41d2-8e93-d5a0c7be8bfc,Purchase,1911-03-02,Fine Arts,Not on View,42.0,57.75,1.875,0.0,https://collection.carnegieart.org/objects/dfdba2a2-a4bc-41d2-8e93-d5a0c7be8bfc,"M. Knoedler and Company [1848-2011], New York, by 1911; purchased by Museum, 1911.",paintings,https://cmoa-collection-images.s3.amazonaws.com/thing/234496/1000593.jpg,cmoa:parties/e5729e58-ee59-4abf-8655-c1eac5d4d388,Person,Anton Mauve,"Mauve, Anton",,Dutch,1838-01-01,1888-01-01,"Zaandam, North Holland, Netherlands","Arnhem, Netherlands",https://cmoa-collection-images.s3.amazonaws.com/thing/234496/sizes/1000593-420.jpg
2838,The Little Pool,1861,1861-01-01,1861-01-01,etching and drypoint on paper,13.6.10,cmoa:things/85832833-707a-4482-809a-99a5eeadc7b0,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/85832833-707a-4482-809a-99a5eeadc7b0,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/65959/1000904.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/65959/sizes/1000904-420.jpg
2839,Eagle Wharf,1859,1859-01-01,1859-01-01,etching printed in black ink on laid paper,13.6.11,cmoa:things/503b021a-b10f-44c2-bfd0-0ee6f794d5f5,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/503b021a-b10f-44c2-bfd0-0ee6f794d5f5,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/55388/1000906.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/55388/sizes/1000906-420.jpg
2840,Limehouse,1859,1859-01-01,1859-01-01,etching printed in black ink on laid paper,13.6.12,cmoa:things/c97385f0-f966-4d3a-af57-b005fdcbdc0f,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/c97385f0-f966-4d3a-af57-b005fdcbdc0f,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/55389/1000909.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/55389/sizes/1000909-420.jpg
2841,Thames Warehouses,1859,1859-01-01,1859-01-01,etching printed in black ink on laid paper,13.6.13,cmoa:things/fd38be8b-0c5f-41f3-9aab-fcc3b72f0751,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/fd38be8b-0c5f-41f3-9aab-fcc3b72f0751,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/55390/1000911.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/55390/sizes/1000911-420.jpg
2842,Millbank,1861,1861-01-01,1861-01-01,etching on paper,13.6.14,cmoa:things/6b0be883-47e1-4902-83dc-aaa7c99b8480,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/6b0be883-47e1-4902-83dc-aaa7c99b8480,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/65960/1000912.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/65960/sizes/1000912-420.jpg
2843,Battersea Dawn (Cadogan Pier),1861,1861-01-01,1861-01-01,drypoint and etching on paper,13.6.15,cmoa:things/7e98eff7-6137-4fff-8ee6-229310edbd96,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/7e98eff7-6137-4fff-8ee6-229310edbd96,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/65961/1000913.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/65961/sizes/1000913-420.jpg
2844,Chelsea Bridge and Church,1871,1871-01-01,1871-01-01,etching and drypoint on paper,13.6.16,cmoa:things/302feea3-3437-4fbe-b333-f0b2c7a42ef7,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/302feea3-3437-4fbe-b333-f0b2c7a42ef7,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/65958/1000914.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/65958/sizes/1000914-420.jpg
2845,Black Lion Wharf,1859,1859-01-01,1859-01-01,etching printed in black ink on laid paper,13.6.1,cmoa:things/7b2fe6af-d57d-45b1-9dce-3b2f5fcbb5c0,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/7b2fe6af-d57d-45b1-9dce-3b2f5fcbb5c0,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/55383/1000915.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/55383/sizes/1000915-420.jpg
2846,Thames Police,1859,1859-01-01,1859-01-01,etching printed in black ink on laid paper,13.6.2,cmoa:things/67c9dba3-fbdb-4ed5-a093-21ba930e1996,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/67c9dba3-fbdb-4ed5-a093-21ba930e1996,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/55387/1000917.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/55387/sizes/1000917-420.jpg
2847,The Forge,1861,1861-01-01,1861-01-01,drypoint on paper,13.6.3,cmoa:things/5c9516c1-6b8a-414c-bfe7-7e2cb0564993,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/5c9516c1-6b8a-414c-bfe7-7e2cb0564993,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/65962/1000918.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/65962/sizes/1000918-420.jpg
2848,Old Westminster Bridge,1859,1859-01-01,1859-01-01,drypoint and etching on paper,13.6.4,cmoa:things/96cb3406-415a-4cee-94f4-059f170bc864,Purchase,1913-10-03,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/96cb3406-415a-4cee-94f4-059f170bc864,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/55623/1000919.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/55623/sizes/1000919-420.jpg
2849,Old Hungerford Bridge,1861,1854-01-01,1903-01-01,etching on paper,13.6.6,cmoa:things/6ca34b99-40c8-41d9-a954-9f90ecbd721d,Purchase,1913-10-03,Fine Arts,Not on View,22.0,16.0,0.0,0.0,https://collection.carnegieart.org/objects/6ca34b99-40c8-41d9-a954-9f90ecbd721d,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/65963/1000921.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/65963/sizes/1000921-420.jpg
2850,"J. Becquet, Sculptor",1859,1859-01-01,1859-01-01,etching and drypoint on laid paper,13.6.8,cmoa:things/baadf63d-3adc-4b94-84c8-bc500a231cf0,Purchase,1913-10-03,Fine Arts,Not on View,16.0,22.0,0.0,0.0,https://collection.carnegieart.org/objects/baadf63d-3adc-4b94-84c8-bc500a231cf0,Frederick Keppel & Company,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/55394/1000923.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/55394/sizes/1000923-420.jpg
2903,The Life of the Virgin: The Nativity,c. 1502-1504,1486-12-23,1518-12-22,woodcut,15.9.10,cmoa:things/20ca9b3f-02c3-4659-be31-1e1d4625e54f,Gift of Andrew Carnegie,1915-12-22,Fine Arts,Not on View,16.0,22.0,0.0,0.0,https://collection.carnegieart.org/objects/20ca9b3f-02c3-4659-be31-1e1d4625e54f,Edward Duff Balken,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/51182/1001009.jpg,cmoa:parties/d3c0aeba-e02f-4caa-a0c7-eeb249bbfaa4,Person,Albrecht Dürer,"Dürer, Albrecht",,German,1471-01-01,1528-01-01,"Nuremberg (Mittelfranken, Bavaria, Germany)","Nuremberg (Mittelfranken, Bavaria, Germany)",https://cmoa-collection-images.s3.amazonaws.com/thing/51182/sizes/1001009-420.jpg
2904,The Life of the Virgin: The Circumcision,c. 1504-1505,1488-12-23,1519-12-22,proof,15.9.11,cmoa:things/2c69f70b-717e-4a76-ba4f-86ffd1f05112,Gift of Andrew Carnegie,1915-12-22,Fine Arts,Not on View,8.25,11.75,0.0,0.0,https://collection.carnegieart.org/objects/2c69f70b-717e-4a76-ba4f-86ffd1f05112,Edward Duff Balken,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/49983/1001010.jpg,cmoa:parties/d3c0aeba-e02f-4caa-a0c7-eeb249bbfaa4,Person,Albrecht Dürer,"Dürer, Albrecht",,German,1471-01-01,1528-01-01,"Nuremberg (Mittelfranken, Bavaria, Germany)","Nuremberg (Mittelfranken, Bavaria, Germany)",https://cmoa-collection-images.s3.amazonaws.com/thing/49983/sizes/1001010-420.jpg
2905,The Life of the Virgin: The Adoration of the Magi,c. 1501-1503,1485-12-23,1517-12-22,woodcut,15.9.12,cmoa:things/6dfbff3c-b023-4934-87e2-98a3fefb5db4,Gift of Andrew Carnegie,1915-12-22,Fine Arts,Not on View,16.0,22.0,0.0,0.0,https://collection.carnegieart.org/objects/6dfbff3c-b023-4934-87e2-98a3fefb5db4,Edward Duff Balken,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/51183/1001011.jpg,cmoa:parties/d3c0aeba-e02f-4caa-a0c7-eeb249bbfaa4,Person,Albrecht Dürer,"Dürer, Albrecht",,German,1471-01-01,1528-01-01,"Nuremberg (Mittelfranken, Bavaria, Germany)","Nuremberg (Mittelfranken, Bavaria, Germany)",https://cmoa-collection-images.s3.amazonaws.com/thing/51183/sizes/1001011-420.jpg
2906,The Life of the Virgin: The Presentation of Christ in the Temple,c. 1504-1505,1488-12-23,1519-12-22,proof,15.9.13,cmoa:things/0ecf373d-ef5a-45d6-a68f-08ccaf953505,Gift of Andrew Carnegie,1915-12-22,Fine Arts,Not on View,8.25,11.625,0.0,0.0,https://collection.carnegieart.org/objects/0ecf373d-ef5a-45d6-a68f-08ccaf953505,Edward Duff Balken,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/49984/1001012.jpg,cmoa:parties/d3c0aeba-e02f-4caa-a0c7-eeb249bbfaa4,Person,Albrecht Dürer,"Dürer, Albrecht",,German,1471-01-01,1528-01-01,"Nuremberg (Mittelfranken, Bavaria, Germany)","Nuremberg (Mittelfranken, Bavaria, Germany)",https://cmoa-collection-images.s3.amazonaws.com/thing/49984/sizes/1001012-420.jpg
2907,The Life of the Virgin: The Flight into Egypt,c. 1504,1510-12-22,1518-12-22,proof,15.9.14,cmoa:things/18c32a6e-6c0b-4c6b-816e-5a6c54f06f8e,Gift of Andrew Carnegie,1915-12-22,Fine Arts,Not on View,16.0,22.0,0.0,0.0,https://collection.carnegieart.org/objects/18c32a6e-6c0b-4c6b-816e-5a6c54f06f8e,Edward Duff Balken,prints,https://cmoa-collection-images.s3.amazonaws.com/thing/50286/1001013.jpg,cmoa:parties/d3c0aeba-e02f-4caa-a0c7-eeb249bbfaa4,Person,Albrecht Dürer,"Dürer, Albrecht",,German,1471-01-01,1528-01-01,"Nuremberg (Mittelfranken, Bavaria, Germany)","Nuremberg (Mittelfranken, Bavaria, Germany)",https://cmoa-collection-images.s3.amazonaws.com/thing/50286/sizes/1001013-420.jpg
